BrandName,Details,Sizes,MRP,SellPrice,Discount,Category
van heusen,solid v-neck polyester womens top - pink,['X-Small'],1049.0,799.0,0.24,Westernwear
latin quarters,printed collar neck cotton womens regular dress - brown,"['S', 'M', 'L']",2499.0,1249.0,0.5,Westernwear
zink london,printed off shoulder polyester womens straight fit dress - white,['Medium'],2299.0,699.0,0.7,Westernwear
zink london,regular fit mid thigh polyester womens casual skirt - green,"['Large', 'Medium', 'Small', 'X-Large']",1699.0,1359.0,0.2,Westernwear
fratini,solid regular neck viscose blend womens cardigan - taupe,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",1699.0,849.0,0.5,Westernwear
dolce crudo,womens skinny fit shake it off slit jeans - white,"['26', '28', '30', '32', '34']",2499.0,1124.0,0.55,Westernwear
sera,floral sweetheart neck polyester womens regular dress - blue,"['Large', 'Medium', 'Small', 'X-Large']",2998.0,1499.0,0.5,Westernwear
allen solly,solid polyester regular neck womens dress - off white,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",3999.0,2799.0,0.3,Westernwear
crimsoune club,printed round neck cotton blend womens dresses - navy,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large']",2299.0,1149.0,0.5,Westernwear
madame,printed chiffon round neck womens casual top - off white,['Medium'],1699.0,849.0,0.5,Westernwear
latin quarters,womens twill no sleeves dress in green color with belt - green,['S'],1899.0,799.0,0.58,Westernwear
madame,stripes polyester square neck womens top - white,"['Large', 'Medium', 'Small', 'X-Large']",1299.0,779.0,0.4,Westernwear
and,floral polyester one shoulder womens woven top - multi,['14'],1299.0,909.0,0.3,Westernwear
puma,cotton mid rise slim fit womens athleisure pants - rose,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",2499.0,1749.0,0.3,Westernwear
vero moda,printed viscose modal round neck womens top - green,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",2499.0,1999.0,0.2,Westernwear
latin quarters,solid boat neck cotton blend womens a-line dress - red,['S'],2499.0,1249.0,0.5,Westernwear
samshek,solid flared sleeves crepe womens full length jumpsuit - black,"['4X-Large', '5X-Large', 'Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large', 'XXX-Large']",2890.0,2023.0,0.3,Westernwear
kraus,printed cotton blend round neck womens top - green mix,"['Large', 'Medium', 'Small', 'X-Small']",1295.0,1165.0,0.1,Westernwear
crimsoune club,slim mid thigh cotton womens casual wear shorts - white,"['26', '28', '30', '32', '34']",1199.0,479.0,0.6,Westernwear
faballey,geometric polyester sweetheart neck womens blouse - blue,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",1400.0,1120.0,0.2,Westernwear
madame,solid polyester round neck womens top - brown,['XX-Large'],1699.0,849.0,0.5,Westernwear
crimsoune club,womens white solid palazzo - white,"['Large', 'Medium', 'X-Large', 'XX-Large']",1599.0,1119.0,0.3,Westernwear
dolce crudo,solid hood fleece womens casual wear jacket - rust,"['Small', 'X-Small']",2995.0,1198.0,0.6,Westernwear
vero moda,light wash cotton straight fit womens jeans - pink,"['26', '27', '28', '29', '30', '31', '32', '33', '34']",3999.0,2799.0,0.3,Westernwear
kraus,skinny fit ankle length cotton womens jeans - blue,['28'],1795.0,897.0,0.5,Westernwear
kraus,skinny fit ankle length cotton womens jeans - black,"['28', '30', '38']",1695.0,1186.0,0.3,Westernwear
latin quarters,solid polyester round neck womens regular top - ivory,"['S', 'M', 'X-Small']",1699.0,849.0,0.5,Westernwear
samshek,solid round neck crepe womens regular dress - black,"['4X-Large', '5X-Large', 'Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large', 'XXX-Large']",3600.0,2520.0,0.3,Westernwear
reebok,solid regular fit polyester womens sports top - black,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",1799.0,899.0,0.5,Westernwear
crimsoune club,womens red printed top - red,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large']",1299.0,1039.0,0.2,Westernwear
is.u,womens black v-neck button down dress - black,"['Large', 'Small']",2190.0,1095.0,0.5,Westernwear
vero moda,printed polyester one shoulder womens dress - red,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",3499.0,2449.0,0.3,Westernwear
zink london,printed rayon collared neck womens regular fit top - black,"['Large', 'Medium', 'Small', 'X-Small']",1599.0,639.0,0.6,Westernwear
zink london,printed polyester womens shift dress - multi,['Large'],2299.0,919.0,0.6,Westernwear
latin quarters,dyed rayon shirt collar womens regular top - pink,['S'],1299.0,499.0,0.62,Westernwear
madame,womens fitted polka dots high neck top - wine,"['Large', 'Small', 'X-Large']",1899.0,949.0,0.5,Westernwear
marie claire,polka dots v-neck rayon womens wrap dress - grey,"['Small', 'X-Small']",2499.0,1249.0,0.5,Westernwear
marie claire,solid boat neck crepe womens a-line dress - wine,"['Large', 'X-Small']",2490.0,1245.0,0.5,Westernwear
lovegen,womens skinny fit whiskered effect jeans - light blue,['X-Small'],1699.0,679.0,0.6,Westernwear
cover story,striped round neck viscose women bodycon women dress - wine,['Large'],2290.0,1145.0,0.5,Westernwear
vero moda,stripes off shoulder cotton womens top - natural,"['Large', 'X-Large']",2299.0,1149.0,0.5,Westernwear
faballey,polka dots round neck georgette womens regular fit top - yellow,['X-Large'],1400.0,700.0,0.5,Westernwear
and,solid polyester square neck womens straight top - lilac,['8'],1699.0,849.0,0.5,Westernwear
kraus,solid collared neck cotton blend womens casual shirt - peach,['Medium'],1299.0,649.0,0.5,Westernwear
faballey,floral georgette square neck womens skater dress - natural,"['Medium', 'Small']",2200.0,1100.0,0.5,Westernwear
latin quarters,solid round neck polyester womens dress - peach,['S'],2999.0,1499.0,0.5,Westernwear
zink london,printed polyester v-neck womens regular fit top - white,['Small'],1799.0,719.0,0.6,Westernwear
and,striped viscose shirt collar womens woven top - blue,"['14', '16']",1499.0,749.0,0.5,Westernwear
zink london,printed rayon square neck women's dress - navy,"['X-Large', 'XX-Large']",2999.0,1199.0,0.6,Westernwear
faballey,solid georgette round neck womens regular top - blue,"['XX-Large', 'XXX-Large']",1400.0,700.0,0.5,Westernwear
is.u,womens black wrap top - black,['X-Small'],2190.0,1095.0,0.5,Westernwear
gipsy,solid round neck cotton womens sweatshirt - pink,"['Large', 'XX-Large']",1995.0,1396.0,0.3,Westernwear
and,solid polyester v- neck women a line tops - sage,"['8', '10', '14', '16']",1699.0,1189.0,0.3,Westernwear
faballey,stripes cotton square neck womens midi dress - grey,"['Medium', 'Small']",2500.0,1250.0,0.5,Westernwear
rare,printed polyester round neck womens regular fit top - peach,['Large'],1499.0,599.0,0.6,Westernwear
rare,printed round neck polyester womens fit and flare dress - cream,['Small'],1899.0,664.0,0.65,Westernwear
is.u,floral round neck cotton womens flared dress - red,"['Medium', 'Small', 'X-Large', 'XX-Large']",2790.0,1395.0,0.5,Westernwear
spykar,regular fit regular cotton lycra womens jeans - black,"['26', '28', '30', '32', '34', '36']",2699.0,1889.0,0.3,Westernwear
faballey,solid crepe square neck womens top - orange,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",1300.0,1040.0,0.2,Westernwear
is.u,womens high neck top - white,"['Large', 'Medium', 'Small', 'X-Small']",1599.0,799.0,0.5,Westernwear
and,stripes cotton collar neck womens regular top - yellow,"['8', '10', '12', '14', '16', '18']",1899.0,1519.0,0.2,Westernwear
proline,polyester cotton regular fit womens track pants - black,"['Large', 'Medium', 'Small', 'X-Large']",1499.0,1049.0,0.3,Westernwear
crimsoune club,womens slim fit printed top - white,"['Large', 'Medium', 'Small', 'X-Large']",1599.0,799.0,0.5,Westernwear
gipsy,solid cotton shirt collar womens blouson top - black,"['Large', 'Medium', 'X-Large', 'XX-Large']",1995.0,1396.0,0.3,Westernwear
only,stripes cotton off shoulder womens top - white,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",1699.0,849.0,0.5,Westernwear
lovegen,solid shoulder straps cotton womens short length dungarees - baby pink,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",1999.0,999.0,0.5,Westernwear
faballey,printed round neck crepe womens regular dress - pink,"['Large', 'Medium', 'Small', 'X-Large']",1900.0,950.0,0.5,Westernwear
is.u,printed cotton sweetheart neck womens fit and flare top - blue,"['Large', 'Small', 'X-Large', 'XX-Large']",2190.0,1095.0,0.5,Westernwear
life,solid viscose womens regular fit top - red,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",899.0,449.0,0.5,Westernwear
samshek,solid georgette collar neck womens casual wear shirt - black,"['4X-Large', '5X-Large', 'Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large', 'XXX-Large']",1690.0,1521.0,0.1,Westernwear
spykar,printed cotton blend collar neck womens regular t-shirt - black,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large']",1399.0,979.0,0.3,Westernwear
latin quarters,solid cotton halter neck womens blouson blouse - blue,"['S', 'M', 'L', 'X-Small']",1399.0,499.0,0.64,Westernwear
kraus,skinny fit full length cotton blend womens jeans - olive,"['28', '30', '32', '34', '36']",1895.0,1326.0,0.3,Westernwear
zink london,lace polyester u neck womens top - pink,"['Large', 'Medium', 'Small', 'X-Large']",1599.0,1279.0,0.2,Westernwear
lovegen,womens spaghetti neck printed crop top - print,['Large'],999.0,399.0,0.6,Westernwear
adidas,printed polyester v neck womens t-shirt - carbon,"['128', '140']",1799.0,1259.0,0.3,Westernwear
puma,polyester round neck womens athleisure top - purple,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",1499.0,1049.0,0.3,Westernwear
stop,textured round neck acrylic womens sweater - grey,"['Large', 'Medium', 'Small', 'X-Large']",1999.0,999.0,0.5,Westernwear
only,light wash cotton straight fit womens jeans - blue,"['25', '26', '27', '28', '29', '30', '31', '32', '33', '34']",3499.0,2449.0,0.3,Westernwear
only,solid front open polyester womens casual wear jacket - yellow,['Small'],3999.0,1999.0,0.5,Westernwear
enamor,solid polyester stretch relaxed fit womens track pants - flamingo,"['XL', 'Large', 'Medium', 'Small', 'XX-Large']",1099.0,769.0,0.3,Westernwear
lovegen,womens round neck printed top - black mix,"['Medium', 'Small']",1299.0,389.0,0.7,Westernwear
109f,womens 2 pocket solid trousers - green,['X-Small'],1499.0,599.0,0.6,Westernwear
sera,floral sweetheart neck polyester womens a-line dress - black,"['Large', 'Medium', 'X-Large']",1998.0,899.0,0.55,Westernwear
samshek,solid round neck polyester womens a line dress - grey,"['4X-Large', '5X-Large', 'Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large', 'XX-Small', 'XXX-Large']",1590.0,1272.0,0.2,Westernwear
madame,solid cotton blend round neck womens top - peach,"['Large', 'Medium', 'X-Large']",1699.0,1189.0,0.3,Westernwear
rare,solid polyester mandarin womens jacket - blue,"['Large', 'Medium', 'Small']",4599.0,1839.0,0.6,Westernwear
spykar,stripes cotton round neck womens t-shirt - lime green,"['Large', 'Medium', 'Small', 'X-Large']",1199.0,839.0,0.3,Westernwear
life,printed terry zip neck womens sweatshirt - black,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",1299.0,649.0,0.5,Westernwear
vero moda,solid lyocell off shoulder womens top - lavender,"['Large', 'Medium', 'X-Small']",2599.0,1299.0,0.5,Westernwear
faballey,womens grey drawstring waist jumpsuit - grey,['Large'],2300.0,1150.0,0.5,Westernwear
sera,floral sweetheart neck polyester womens a-line dress - white,"['Large', 'Medium', 'Small', 'X-Large']",1998.0,999.0,0.5,Westernwear
zink london,stripes polyester halter neck womens top - black,"['Large', 'Medium', 'Small', 'X-Large']",1599.0,1279.0,0.2,Westernwear
haute curry,quilted open neck cotton womens jacket - black,"['Large', 'Medium', 'Small', 'X-Large']",1999.0,999.0,0.5,Westernwear
only,printed cotton round neck womens t-shirt - purple,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",1499.0,1049.0,0.3,Westernwear
magre,printed polyester blend womens dress - green,"['Large', 'Medium', 'Small', 'X-Small']",2190.0,1314.0,0.4,Westernwear
vero moda,solid collared cotton womens  dresses - blue,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",3799.0,3039.0,0.2,Westernwear
fratini,solid round neck polyester blend womens sweatshirt - peach,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large']",1499.0,749.0,0.5,Westernwear
vero moda,printed cotton round neck womens t-shirt - green,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",1299.0,1039.0,0.2,Westernwear
and,solid tapered polyester women work wear trouser - black mix,"['26', '28', '30', '32', '34', '36']",2299.0,1609.0,0.3,Westernwear
vero moda,printed sleeveless viscose womens full length jumpsuit - blue,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",4499.0,3149.0,0.3,Westernwear
zink london,colour blocked round neck acrylic womens sweater - multi,"['Large', 'Medium', 'Small', 'X-Large']",2999.0,1199.0,0.6,Westernwear
crimsoune club,womens white checked top - white,"['Large', 'Medium', 'Small', 'X-Large']",1399.0,699.0,0.5,Westernwear
zink london,printed polyester sweetheart neck womens straight fit top - white,['Large'],1299.0,499.0,0.62,Westernwear
and,floral v neck polyester womens midi dress - sage,['8'],2199.0,1099.0,0.5,Westernwear
crimsoune club,solid cotton collared womens shirt - black,"['Large', 'X-Large', 'XX-Large']",1299.0,909.0,0.3,Westernwear
kraus,skinny fit ankle length cotton blend womens jeans - blue,"['28', '30']",1795.0,897.0,0.5,Westernwear
crimsoune club,womens navy blue striped parallel trousers - navy,"['Large', 'X-Large', 'XX-Large']",1999.0,999.0,0.5,Westernwear
and,tie and dye polyester halter neck womens regular dress - blue mix light,"['8', '10', '12', '14']",2699.0,2159.0,0.2,Westernwear
faballey,solid half sleeves polyester blend womens calf length jumpsuit - brown,"['Large', 'Small']",2600.0,1300.0,0.5,Westernwear
faballey,floral boat neck georgette womens mini dress - black,['X-Large'],2100.0,1050.0,0.5,Westernwear
fratini,solid regular neck polyester womens winter wear jacket - wine,"['Small', 'X-Small']",2999.0,1499.0,0.5,Westernwear
faballey,embellished sleeveless crepe womens regular jumpsuit - blue,"['Small', 'X-Large']",2700.0,2160.0,0.2,Westernwear
pepe,skinny-high women jeans - blue,['34'],2499.0,1499.0,0.4,Westernwear
magre,printed polyester blend square neck womens dress - black,['X-Small'],2490.0,1369.0,0.45,Westernwear
enamor,solid cotton lycra slim fit womens track pants - charcoal,"['XL', 'Large', 'Medium', 'Small', 'XX-Large']",999.0,699.0,0.3,Westernwear
pepe,skinny fit high rise womens jeans - black,"['28', '30']",3199.0,1919.0,0.4,Westernwear
is.u,womens knitted lace bodycon dress - green,"['Medium', 'X-Large']",2299.0,1149.0,0.5,Westernwear
crimsoune club,solid hooded poly womens casual jacket - red,"['Small', 'X-Large']",3499.0,1399.0,0.6,Westernwear
sera,womens regular fit printed boat neck blouson top - white,"['Medium', 'Small']",1198.0,539.0,0.55,Westernwear
global desi,floral 3/4 sleeves viscose womens ankle length jumpsuit - aqua,['X-Small'],2999.0,1799.0,0.4,Westernwear
and,solid polyester shirt collar women's formal wear tops - black,['10'],1899.0,949.0,0.5,Westernwear
pepe,statement cotton single jersey crew neck womens t-shirt - black,['Small'],1199.0,719.0,0.4,Westernwear
zink london,solid high neck acrylic womens sweater - blue,"['Medium', 'X-Large']",2799.0,1119.0,0.6,Westernwear
vero moda,printed cotton blend round neck womens t-shirt - green,['Large'],999.0,499.0,0.5,Westernwear
and,floral square neck polyester womens casual dress - pink,['10'],2299.0,1609.0,0.3,Westernwear
allen solly,solid regular fit polyester cotton womens formal wear pants - dark green,"['28', '30', '36']",1999.0,1199.0,0.4,Westernwear
and,solid v-neck nylon womens evening dress - navy,"['8', '10', '12']",2999.0,1499.0,0.5,Westernwear
crimsoune club,womens super skinny fit solid jeans - blue,['34'],2199.0,879.0,0.6,Westernwear
zink london,solid polyester womens regular top - maroon,['Small'],1799.0,719.0,0.6,Westernwear
zink london,printed polyester womens shift dress - navy,"['Large', 'Medium']",2299.0,919.0,0.6,Westernwear
juniper,womens sage green cotton flex printed ethnic jumpsuit with bell sleeves and add-on belt - sage,"['X-Large', 'XX-Large']",1999.0,999.0,0.5,Westernwear
w,solid front open cotton flax womens non festive jacket - black,"['8', '12', '16', '18']",1999.0,999.0,0.5,Westernwear
sera,printed v-neck polyester womens two piece dress - red,"['Large', 'Medium', 'Small', 'X-Large']",2494.0,872.0,0.65,Westernwear
puma,printed polyester crew neck womens t-shirt - peach,"['Large', 'Medium', 'Small', 'X-Large']",1799.0,1259.0,0.3,Westernwear
vero moda,solid cotton round neck womens dress - black,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",3999.0,3199.0,0.2,Westernwear
allen solly,solid rayon regular fit womens casual pants - black,"['28', '30', '32']",1999.0,1499.0,0.25,Westernwear
and,floral square neck rayon womens workwear dress - emerald,"['8', '10']",2699.0,1889.0,0.3,Westernwear
sera,floral v neck polyester womens regular dress - purple,"['Large', 'Small', 'X-Large']",1998.0,899.0,0.55,Westernwear
faballey,regular fit regular polyester blend womens jeggings - purple,['Small'],2100.0,1680.0,0.2,Westernwear
latin quarters,womens round neck printed top - grey,"['S', 'X-Small']",1499.0,499.0,0.67,Westernwear
faballey,stripes cotton round neck womens maxi dress - blue,"['Medium', 'Small']",2100.0,1050.0,0.5,Westernwear
latin quarters,solid boat neck polyester blend womens regular fit dress - black,"['S', 'M', 'L', 'XL']",2899.0,1449.0,0.5,Westernwear
gipsy,womens v- neck printed top - coffee,"['Small', 'X-Large']",1795.0,897.0,0.5,Westernwear
and,solid cotton choker neck womens a-line top - white,"['8', '10']",1299.0,909.0,0.3,Westernwear
sera,floral sweetheart neck polyester womens a-line dress - white,"['Large', 'Medium', 'Small', 'X-Large']",1998.0,899.0,0.55,Westernwear
puma,printed polyester crew neck womens t-shirt - peach,"['Large', 'Medium', 'Small', 'X-Large']",2499.0,1749.0,0.3,Westernwear
dolce crudo,womens be different hooded sweatshirt - multi,['X-Small'],2199.0,659.0,0.7,Westernwear
zink london,solid polyester collar neck womens top - yellow,"['Large', 'Medium', 'Small', 'X-Large']",1499.0,1199.0,0.2,Westernwear
crimsoune club,womens blue printed lounge pants - blue,"['Medium', 'Small', 'X-Large', 'XX-Large']",1199.0,599.0,0.5,Westernwear
faballey,solid round neck crepe womens regular dresses - blue,"['Large', 'Medium', 'Small', 'X-Large']",2100.0,1050.0,0.5,Westernwear
vero moda,printed cotton round neck womens dress - natural,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",3299.0,2309.0,0.3,Westernwear
dolce crudo,womens with the heart denim shorts - blue,"['26', '28', '30', '32', '34']",1999.0,999.0,0.5,Westernwear
lovegen,graphic viscose round neck womens t-shirt - black,"['Large', 'Small', 'X-Large']",999.0,499.0,0.5,Westernwear
crimsoune club,graphic round neck cotton blend womens sweatshirt - off_white,"['Large', 'X-Large', 'XX-Large']",1699.0,849.0,0.5,Westernwear
spykar,regular fit regular cotton lycra womens jeans - mid blue,"['26', '28', '30', '32', '34', '36']",2599.0,1819.0,0.3,Westernwear
vero moda,printed viscose v neck womens top - green,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",1999.0,1199.0,0.4,Westernwear
madame,structured polyester round neck womens regular top - sky,"['Small', 'X-Large']",1299.0,779.0,0.4,Westernwear
life,printed cotton round neck womens active wear t-shirt - black,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",499.0,249.0,0.5,Westernwear
vero moda,solid round neck viscose womens top - pink,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",1799.0,899.0,0.5,Westernwear
adidas,stripes slim cotton womens casual wear pants - grey,"['Large', 'Medium', 'Small', 'X-Large']",2799.0,1959.0,0.3,Westernwear
only,solid polyester round neck womens t-shirt - red,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",1999.0,1399.0,0.3,Westernwear
and,stripes collar neck cotton womens regular fit top - light blue,['8'],2499.0,1749.0,0.3,Westernwear
and,floral choker neck polyester womens evening dress - green,['8'],3099.0,2169.0,0.3,Westernwear
vero moda,dark wash cotton skinny fit womens jeans - blue,"['26', '27', '28', '29', '30', '31', '32', '33', '34']",3799.0,3039.0,0.2,Westernwear
crimsoune club,womens black solid track pants - black,"['Large', 'Medium', 'Small', 'XXX-Large']",1499.0,899.0,0.4,Westernwear
fratini,solid regular fit tencel womens casual pants - olive,"['26', '28', '30', '32', '34', '36']",1199.0,599.0,0.5,Westernwear
kraus,solid regular fit cotton polyester womens casual jacket - peach,['Large'],1199.0,599.0,0.5,Westernwear
crimsoune club,slim mid thigh cotton womens casual wear shorts - pink,"['26', '28', '30', '32', '34']",1199.0,599.0,0.5,Westernwear
faballey,printed georgette womens regular dress - blue,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",2200.0,1100.0,0.5,Westernwear
only,printed cotton regular fit womens pants - orange,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",2999.0,2099.0,0.3,Westernwear
crimsoune club,womens slim fit solid shirt - black,"['Large', 'X-Large']",1399.0,979.0,0.3,Westernwear
faballey,embellished crepe round neck womens dress - blue,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",2200.0,1760.0,0.2,Westernwear
zink london,lace polyester u neck womens top - navy,"['Large', 'Medium', 'Small', 'X-Large']",1499.0,1199.0,0.2,Westernwear
Other,solid cotton square neck womens regular top - black,"['Medium', 'Small', 'X-Small']",2490.0,1245.0,0.5,Westernwear
magre,solid velvet regular fit womens festive skirt - black,"['Large', 'Medium', 'Small', 'X-Small']",1990.0,895.0,0.55,Westernwear
faballey,solid georgette round neck womens dress - green,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",1900.0,1520.0,0.2,Westernwear
adidas,printed cotton round neck womens t-shirt - green,"['Medium', 'X-Small']",1199.0,839.0,0.3,Westernwear
samshek,solid boat neck crepe womens regular dress - navy,"['4X-Large', '5X-Large', 'Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large', 'XXX-Large']",2560.0,2048.0,0.2,Westernwear
vero moda,printed cotton round neck womens t-shirt - pink,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",1599.0,1279.0,0.2,Westernwear
vero moda,printed cotton blend round neck womens t-shirt - green,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",999.0,699.0,0.3,Westernwear
faballey,solid square neck crepe womens regular dress - purple,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",2200.0,1760.0,0.2,Westernwear
allen solly,solid regular fit rayon womens formal wear trousers - maroon,"['28', '30', '32', '34']",1599.0,959.0,0.4,Westernwear
and,solid viscose round neck women regular tops - black mix,"['10', '12']",2199.0,1099.0,0.5,Westernwear
faballey,solid crepe square neck womens a-line dress - blue,"['Medium', 'Small', 'X-Large']",2500.0,1250.0,0.5,Westernwear
kraus,solid tencel collar neck womens casual shirt - dark blue,"['Large', 'Medium', 'Small', 'X-Small']",1299.0,909.0,0.3,Westernwear
kraus,solid cotton round neck womens top - teal,"['Large', 'Medium', 'Small', 'X-Small']",999.0,899.0,0.1,Westernwear
vero moda,normal fit cotton elastane womens jeans - black,"['25', '26', '27', '28', '29', '30', '31', '32', '33', '34']",3999.0,3199.0,0.2,Westernwear
faballey,womens black satin sleeveless blouse - black,"['Medium', 'Small', 'X-Small']",1200.0,600.0,0.5,Westernwear
pepe,solid modal viscose collar neck womens shirt - red,['Large'],1599.0,959.0,0.4,Westernwear
insense,womens  round neck  printed t-shirt - off white,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",499.0,249.0,0.5,Westernwear
faballey,abstract sleeveless georgette womens regular length jumpsuit - natural,"['Large', 'Medium', 'Small', 'X-Large']",2400.0,1200.0,0.5,Westernwear
zink london,stripes cotton u neck womens top - multi,"['Large', 'Medium', 'Small', 'X-Large']",1699.0,1019.0,0.4,Westernwear
global desi,solid viscose rayon round neck womens asymmetric top - indigo,"['Large', 'Medium', 'Small', 'X-Small']",1399.0,839.0,0.4,Westernwear
crimsoune club,printed round neck lyocell womens dresses - orange,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large']",2299.0,919.0,0.6,Westernwear
crimsoune club,printed lyocell tie up neck� womens top - natural,"['Large', 'Medium', 'Small', 'X-Large', 'XXX-Large']",1499.0,1349.0,0.1,Westernwear
vero moda,textured viscose modal square neck womens dress - green,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",3499.0,2799.0,0.2,Westernwear
enamor,polyester stretch skinny fit womens track pants - merc black,"['XL', 'Large', 'Medium', 'Small', 'XX-Large']",1699.0,1189.0,0.3,Westernwear
kraus,clean look cotton blend skinny fit womens jeans - light blue,"['28', '30', '32', '34', '36', '38']",2095.0,1885.0,0.1,Westernwear
adidas,printed cotton regular fit womens tights - mauve,"['128', '140']",2799.0,1959.0,0.3,Westernwear
and,polka dots polyester shirt collar womens a-line top - green mix,"['8', '10']",1899.0,949.0,0.5,Westernwear
infuse,regular fit regular length cotton womens casual skirt - olive,"['26', '28', '30', '32']",1199.0,719.0,0.4,Westernwear
only,solid viscose peter pan collar womens blouse top - pink,"['34', '36', '38', '40', '42']",2299.0,1149.0,0.5,Westernwear
allen solly,solid cotton regular fit womens shorts - green,"['26', '28', '30', '32', '34', '36']",1199.0,799.0,0.33,Westernwear
magre,polka dots cotton regular fit womens casual skirt - wine,"['Large', 'Medium', 'Small', 'X-Small']",1990.0,796.0,0.6,Westernwear
faballey,polka dots halter neck georgette womens regular dress - natural,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",2300.0,1840.0,0.2,Westernwear
kraus,clean look cotton blend skinny fit womens jeans - navy,"['28', '30', '32', '34', '36', '38']",1995.0,1795.0,0.1,Westernwear
gipsy,solid round neck polyester womens jacket - cream,['Medium'],3995.0,2796.0,0.3,Westernwear
vero moda,solid polyester boat neck womens  tops - green,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",2599.0,1819.0,0.3,Westernwear
faballey,solid georgette square neck womens straight fit top - pink,"['Large', 'X-Large']",1400.0,700.0,0.5,Westernwear
latin quarters,solid round neck polyester blend womens shift dress - black,"['S', 'M', 'X-Small']",2499.0,799.0,0.68,Westernwear
faballey,solid high neck crepe womens regular dress - purple,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",2100.0,1680.0,0.2,Westernwear
vero moda,printed polyester off shoulder womens top - green,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",2999.0,1499.0,0.5,Westernwear
crimsoune club,striped lyocell round neck womens regular fit top - white,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large', 'XXX-Large']",1299.0,1039.0,0.2,Westernwear
cover story,solid viscose spandex round neck womens t-shirt - wine,"['Medium', 'Small', 'X-Small']",1290.0,690.0,0.47,Westernwear
latin quarters,solid boat neck blended womens regular fit dress - navy,"['L', 'XL']",2499.0,1249.0,0.5,Westernwear
latin quarters,solid round neck blended womens regular fit dress - black,"['S', 'M', 'L', 'XL']",2499.0,1249.0,0.5,Westernwear
latin quarters,dyed acrylic round neck womens casual shrug - natural,"['S', 'M', 'L', 'XL']",2399.0,1199.0,0.5,Westernwear
zink london,stripes shirt collar cotton womens dresses - white,"['Large', 'Medium']",2199.0,879.0,0.6,Westernwear
vero moda,solid cotton v neck womens top - white,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",2499.0,1749.0,0.3,Westernwear
zink london,checks polyester womens cropped culottes - black,"['Large', 'Small', 'X-Small']",1899.0,759.0,0.6,Westernwear
zink london,lace polyester off shoulder womens top - white,"['Large', 'Medium', 'Small', 'X-Large']",1799.0,1439.0,0.2,Westernwear
stop,solid round neck polyester blend womens regular dress - black,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large']",1499.0,749.0,0.5,Westernwear
cover story,solid straight fit viscose rayon women party women trousers - wine,"['26', '28', '30', '32']",2490.0,1494.0,0.4,Westernwear
