BrandName,Details,Sizes,MRP,SellPrice,Discount,Category
neerus,stripes chanderi round neck womens salwar kurta dupatta set - mustard,['Large'],3499.0,2799.0,0.2,Indianwear
infuse,fitted full length cotton lycra womens leggings - turquoise,"['Large', 'Medium', 'Small', 'X-Small']",499.0,249.0,0.5,Indianwear
stop,printed round neck straight fit womens kurta - pink,"['S', 'M', 'L', 'X-Large', 'X-Small', 'XX-Large']",999.0,499.0,0.5,Indianwear
ziyaa,floral round neck crepe womens salwar kurta and dupatta set - grey,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large', 'XXX-Large']",2824.0,1270.0,0.55,Indianwear
haute curry,womens regular fit printed dress - navy,"['Large', 'Medium', 'Small', 'X-Small']",1299.0,649.0,0.5,Indianwear
biba,printed round neck polyester womens kurta - sky blue,"['32', '34', '36', '38', '40', '42']",3799.0,2659.0,0.3,Indianwear
stop,womens regular fit printed kurta - blue,"['S', 'X-Small']",799.0,399.0,0.5,Indianwear
w,printed french crepe round neck womens straight kurta - blue,"['6', '8', '10', '12', '14', '16', '18']",3599.0,2699.0,0.25,Indianwear
varkala silk sarees,patola print and weaving jacquard border and pallu with tassels & contrast blouse piece - multi,['Nan'],5000.0,1500.0,0.7,Indianwear
biba,printed round neck polyester womens layered kurta - cherry,"['34', '36', '38', '40']",4599.0,2759.0,0.4,Indianwear
and,solid polyester v neck womens ethnic set - magenta,"['8', '10', '12', '14']",3999.0,2599.0,0.35,Indianwear
yuris,abstract cotton round neck womens salwar suit - multi,"['Large', 'Medium', 'Small', 'X-Large']",3499.0,1399.0,0.6,Indianwear
vastranand,stripes zari chiffon festive wear womens regular saree - maroon,['Nan'],5700.0,2850.0,0.5,Indianwear
varanga,gotta patti mandarin straight designer womens kurtas - turquoise,"['Large', 'Medium', 'Small', 'X-Large']",2999.0,899.0,0.7,Indianwear
vastranand,floral zari linen festive wear womens regular saree - green,['Nan'],5500.0,2200.0,0.6,Indianwear
aurelia,solid round neck cotton blend womens knee length kurta - black,"['Large', 'Medium', 'X-Large', 'XX-Large']",999.0,699.0,0.3,Indianwear
infuse,fitted full length cotton lycra womens churidar - black,['Small'],499.0,299.0,0.4,Indianwear
varanga,printed cotton boat neck womens straight fit kurta - black,"['Small', 'XX-Large']",2999.0,749.0,0.75,Indianwear
janasya,womens green poly crepe kurta (jne3291) - green,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large', 'XXX-Large']",1699.0,679.0,0.6,Indianwear
myshka,solid cotton round neck womens regular kurta - navy,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large']",1499.0,524.0,0.65,Indianwear
infuse,solid flex mandarin neck womens straight fit kurta - navy,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",899.0,449.0,0.5,Indianwear
aurelia,dyed polyester round neck womens straight kurta - blue,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",1599.0,1119.0,0.3,Indianwear
kashish,embroidered mandarian collar a-line fit womens kurta - lime green,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",2499.0,1249.0,0.5,Indianwear
myshka,solid cotton round neck womens kurta palazzo set - pink,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large']",3999.0,999.0,0.75,Indianwear
stop,womens art silk dupatta - off white,['Nan'],899.0,449.0,0.5,Indianwear
w,printed round neck 92x80 voile womens layred dress - pink,['16'],2699.0,1349.0,0.5,Indianwear
kashish,embroidered round neck viscose blend womens calf length kurta - peach,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",1999.0,999.0,0.5,Indianwear
stop,fitted full length cotton lycra womens leggings - fuchsia,"['S', 'M', 'L', 'X-Large', 'X-Small']",499.0,349.0,0.3,Indianwear
janasya,embroidered velvet round neck womens kurta palazzo set with dupatta - blue,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large', 'XXX-Large']",4598.0,2069.0,0.55,Indianwear
ziyaa,printed mandarin rayon womens ethnic set - turquoise,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large', 'XXX-Large']",2138.0,855.0,0.6,Indianwear
juniper,solid cotton round neck womens flared dress - peach,"['Large', 'Medium', 'Small', 'X-Large']",3299.0,1649.0,0.5,Indianwear
myshka,printed cotton womens dress - red,"['', 'Medium', 'Small', 'X-Large', 'XX-Large']",2999.0,749.0,0.75,Indianwear
haute curry,round neck rayon slub womens dress - fuchsia,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",1499.0,749.0,0.5,Indianwear
ziyaa,printed round neck rayon womens ethnic set - green,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large', 'XXX-Large']",2553.0,1021.0,0.6,Indianwear
janasya,womens multicolor cotton kurta (jne2086) - multi,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large', 'XXX-Large']",2449.0,1102.0,0.55,Indianwear
ziyaa,floral mandarin polyester womens ethnic set - maroon,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large', 'XXX-Large']",2044.0,919.0,0.55,Indianwear
indya,navy embroidered long shrug - blue,"['Small', 'XX-Large']",1800.0,900.0,0.5,Indianwear
ziyaa,floral polyester round neck womens straight kurta - brown,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large', 'XXX-Large']",1278.0,639.0,0.5,Indianwear
janasya,solid silk round neck womens salwar suit - black,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large']",2269.0,1134.0,0.5,Indianwear
w,printed rayon flax round neck womens a line kurta - grey,"['6', '8', '10', '12', '14', '16', '18']",2399.0,1799.0,0.25,Indianwear
stop,full length cotton lycra knitted womens churidar - gold,"['S', 'M', 'L', 'X-Large', 'XX-Large']",499.0,349.0,0.3,Indianwear
neerus,floral dupion silk round neck womens regular kurta - carrot,"['Large', 'Medium', 'X-Large', 'XX-Large']",1699.0,1359.0,0.2,Indianwear
yuris,floral cotton round neck womens kurta set - yellow,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large']",3999.0,1399.0,0.65,Indianwear
haute curry,printed flex round neck womens regular top - mustard,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",899.0,449.0,0.5,Indianwear
yuris,motif cotton round neck womens salwar suit - multi,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large', 'XXX-Large']",3499.0,1399.0,0.6,Indianwear
stop,full length cotton lycra knitted womens churidar - navy,"['S', 'M', 'L', 'X-Large', 'XX-Large']",499.0,349.0,0.3,Indianwear
stop,fitted full length cotton lycra womens leggings - off white,"['S', 'M', 'L', 'X-Large', 'X-Small']",499.0,349.0,0.3,Indianwear
stop,womens solid knee length casual wear straight kurta - black,"['S', 'M', 'L', 'X-Large', 'X-Small', 'XX-Large']",899.0,449.0,0.5,Indianwear
juniper,womens mint micro poly printed flared lehenga choli with satin lining - mint,"['Large', 'Medium', 'Small']",3599.0,1799.0,0.5,Indianwear
juniper,solid cotton flex mandarin womens a-line kurta - yellow,"['Large', 'Medium', 'X-Large', 'XX-Large']",1699.0,764.0,0.55,Indianwear
juniper,womens black cotton solid straight pants with side pocket - black,"['Small', 'X-Large', 'X-Small', 'XX-Large']",1599.0,719.0,0.55,Indianwear
aurelia,printed round neck straight womens kurta - off white,['X-Small'],1199.0,599.0,0.5,Indianwear
w,print round neck viscose womens kurta - yellow,['18'],1999.0,999.0,0.5,Indianwear
yuris,floral round neck cotton womens kurta set - multi,"['Large', 'Medium', 'Small']",3999.0,1399.0,0.65,Indianwear
janasya,womens black poly crepe kurta with palazzo and dupatta (set062) - black,['XX-Large'],3059.0,1070.0,0.65,Indianwear
kami kubi,solid cotton boat neck womens knee length kurta - maroon,"['Large', 'X-Large', 'X-Small', 'XX-Large']",2499.0,1124.0,0.55,Indianwear
ziyaa,printed rayon round neck womens straight kurta - peach,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large', 'XXX-Large']",1752.0,700.0,0.6,Indianwear
global desi,women shirt collar striped kurta - blue,"['XL', 'Large', 'Medium', 'Small']",2599.0,1039.0,0.6,Indianwear
ziyaa,checks polyester round neck womens straight kurta - yellow,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large', 'XXX-Large']",1336.0,668.0,0.5,Indianwear
janasya,printed chiffon festive wear designer womens sarees - mustard,['Nan'],2249.0,899.0,0.6,Indianwear
aurelia,mandarin straight designer womens kurtas - peach,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",999.0,699.0,0.3,Indianwear
suti,embroidered rayon v neck womens straight kurti - lime green,"['4X-Large', 'Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",2299.0,1839.0,0.2,Indianwear
janasya,bandhni cotton round neck womens kurta palazzo set with dupatta - pink,"['Large', 'Medium', 'X-Large', 'XXX-Large']",4349.0,2609.0,0.4,Indianwear
varanga,printed round neck silk blend womens ethnic set - mustard,"['Small', 'X-Large', 'XX-Large']",3999.0,1399.0,0.65,Indianwear
infuse,embroidered polyester womens full length palazzos - khaki,"['2XL/3XL', 'Small/Medium']",1399.0,419.0,0.7,Indianwear
janasya,schiffli cotton round neck womens crop top - green,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large', 'XXX-Large']",1698.0,594.0,0.65,Indianwear
gipsy,solid polyester v-neck womens tunic - rust,"['Large', 'Medium', 'XX-Large', 'XXX-Large']",1795.0,1256.0,0.3,Indianwear
zink london,stripes rayon womens ankle length palazzo - blue,"['Large', 'Medium', 'Small', 'X-Large']",1799.0,1079.0,0.4,Indianwear
kami kubi,floral cotton boat neck womens a line dress - white,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",1799.0,719.0,0.6,Indianwear
aurelia,dyed cotton womens straight kurta - green,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",1599.0,1119.0,0.3,Indianwear
ziyaa,solid crepe round neck womens ethnic set - pink,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large', 'XXX-Large']",1978.0,890.0,0.55,Indianwear
aurelia,printed polyester round neck womens ethnic set - natural,"['Large', 'X-Large']",3799.0,1899.0,0.5,Indianwear
sanaa,solid rayon blend mandarin womens kurta - turquoise,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large']",1599.0,799.0,0.5,Indianwear
myshka,printed cotton round neck womens lehenga choli set - yellow,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large']",4999.0,999.0,0.8,Indianwear
indya,embroidered georgette square neck womens top - green,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",1500.0,1200.0,0.2,Indianwear
haute curry,full length rayon woven womens pants - dark grey,"['Large', 'Medium', 'Small', 'X-Large']",999.0,499.0,0.5,Indianwear
kashish,embroidered viscose blend round neck womens straight fit kurta - mustard,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",1699.0,849.0,0.5,Indianwear
aurelia,dyed cotton womens straight kurta - blue,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",1599.0,1119.0,0.3,Indianwear
global desi,geometric cotton round neck womens straight top - blue,"['XL', 'Large', 'Medium', 'Small', 'X-Small']",1299.0,649.0,0.5,Indianwear
global desi,solid viscose round neck womens a line tunic - pink,"['XL', 'Large', 'Medium', 'Small', 'X-Small']",1699.0,849.0,0.5,Indianwear
biba,printed shirt collar straight fit womens kurta - carbon,"['32', '34', '36', '38', '40', '42']",1799.0,1439.0,0.2,Indianwear
sanaa,solid rayon mandarin womens mid thigh length kurti - cream,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large']",1499.0,1049.0,0.3,Indianwear
stop,solid boat neck a line fit womens kurta - mustard,"['S', 'M', 'L', 'XL', 'X-Small']",1299.0,649.0,0.5,Indianwear
stop,fitted full length cotton lycra womens leggings - lilac,"['S', 'M', 'L', 'X-Large', 'X-Small']",499.0,349.0,0.3,Indianwear
varanga,round neck silk blend designer womens ethnic set - gold,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large']",4999.0,1749.0,0.65,Indianwear
juniper,womens maroon chanderi zari embroidered 2 piece kurta dress with cambric polka dot lining - maroon,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",2999.0,1949.0,0.35,Indianwear
haute curry,yarn dyed ankle length casual wear gather dress - red,"['Large', 'Medium', 'Small', 'X-Small']",1299.0,649.0,0.5,Indianwear
varanga,womens green silk zari embroidered anarkali kurta highlighted with sequins work with gota detailing at hem - green,"['Medium', 'Small', 'X-Large', 'XX-Large']",3599.0,1619.0,0.55,Indianwear
varanga,sequins round neck cotton designer womens ethnic set - pink,"['Large', 'Medium', 'X-Large', 'XX-Large']",4999.0,1749.0,0.65,Indianwear
juniper,printed mandarin georgette womens flared dress - indigo,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",2999.0,2099.0,0.3,Indianwear
janasya,stripes tie up neck� regular fit womens top - pink,"['Small', 'X-Small']",1798.0,629.0,0.65,Indianwear
global desi,solid viscose v neck womens straight top - off white,"['XL', 'Large', 'Medium', 'Small', 'X-Small', 'XX-Large']",2899.0,2319.0,0.2,Indianwear
global desi,geometric viscose round neck womens flared tunic - white,"['XL', 'Large', 'Medium', 'Small', 'X-Small', 'XX-Large']",1899.0,1519.0,0.2,Indianwear
w,solid viscose round neck womens straight kurta - navy,"['6', '8', '10', '14', '16', '18']",3799.0,2849.0,0.25,Indianwear
varanga,printed round neck silk blend womens ethnic set - brown,"['Small', 'X-Large', 'XX-Large']",6599.0,2639.0,0.6,Indianwear
stop,womens yarn dyed calf length casual wear kurta - rust,"['S', 'M', 'L', 'XL', 'X-Small', 'XX-Large']",1299.0,649.0,0.5,Indianwear
janasya,printed polyester blend round neck womens kaftan kurta - peach,"['Large', 'Medium', 'Small', 'X-Large']",1898.0,1043.0,0.45,Indianwear
ziyaa,geometric mandarin polyester womens ethnic set - green,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large', 'XXX-Large']",3124.0,1249.0,0.6,Indianwear
neerus,printed muslin v-neck womens ankle length kurta - maroon,"['Medium', 'X-Large', 'XX-Large']",2799.0,1399.0,0.5,Indianwear
ziyaa,floral round neck polyester womens ethnic set - pink,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large', 'XXX-Large']",2528.0,1011.0,0.6,Indianwear
kashish,embroidered viscose blend round neck womens straight fit kurta - coral,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",1699.0,849.0,0.5,Indianwear
haute curry,ankle length rayon woven womens pants - yellow,"['Large', 'Medium', 'Small', 'X-Large']",999.0,499.0,0.5,Indianwear
myshka,printed cotton round neck womens dress - multi,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large']",2999.0,599.0,0.8,Indianwear
biba,polyester woven womens skirt - green,"['Large', 'Medium']",3599.0,2159.0,0.4,Indianwear
myshka,solid cotton regular fit womens casual trousers - black,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large']",1399.0,489.0,0.65,Indianwear
stop,womens 2 ply anti microbial reusable protective fashion mask- pack of 5 - multi,['Nan'],399.0,199.0,0.5,Indianwear
stop,printed cotton mandarin womens knee length kurta - yellow,"['S', 'M', 'L', 'X-Large', 'X-Small', 'XX-Large', 'XXX-Large']",799.0,559.0,0.3,Indianwear
kashish,embroidered round neck cotton satin womens flared dress - navy,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",2999.0,1499.0,0.5,Indianwear
aurelia,dyed cotton round neck womens ethnic set - green,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",1799.0,1259.0,0.3,Indianwear
kashish,solid v neck a-line fit womens kurta - grey,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",1799.0,899.0,0.5,Indianwear
global desi,solid viscose round neck womens straight tunic - peach,"['XL', 'Large', 'Medium', 'Small', 'X-Small', 'XX-Large']",2899.0,2319.0,0.2,Indianwear
varkala silk sarees,banarasi weave jacquard border and pallu with tassels & contrast blouse piece - multi,['Nan'],4500.0,1350.0,0.7,Indianwear
global desi,solid key hole neck womens kurta - mustard,"['XL', 'Large', 'Medium', 'Small', 'X-Small']",1799.0,899.0,0.5,Indianwear
global desi,floral polyester round neck womens blouson top - pink,"['Large', 'Medium', 'Small', 'X-Small']",1799.0,1169.0,0.35,Indianwear
indya,embellished georgette round neck womens kurta - blue,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",3400.0,1700.0,0.5,Indianwear
biba,printed rayon boat neck womens straight fit kurta - peacock,"['32', '34', '36', '38', '40', '42']",2299.0,1379.0,0.4,Indianwear
haute curry,embroidered rayon v-neck womens a-line assymetrical tunic - aqua,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",899.0,449.0,0.5,Indianwear
vastranand,solid zari linen festive wear womens regular saree - pink,['Nan'],3475.0,1737.0,0.5,Indianwear
vastranand,printed zari linen festive wear womens regular saree - sea green,['Nan'],4500.0,2025.0,0.55,Indianwear
vastranand,polka dots zari silk blend festive wear womens regular saree - white,['Nan'],5500.0,2475.0,0.55,Indianwear
juniper,womens jade green georgette gold foil placement print layered ethnic dress with cambric lining & concealed zip - jade,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",4299.0,2149.0,0.5,Indianwear
aurelia,yarn dyed band with placket straight womens kurta - peach,['Large'],1499.0,749.0,0.5,Indianwear
biba,solid cotton flax womens churidar kurta dupatta set - black,['42'],4599.0,3219.0,0.3,Indianwear
stop,printed stand up collar straight fit womens kurta - off white,"['S', 'M', 'L', 'X-Large', 'X-Small']",999.0,499.0,0.5,Indianwear
ziyaa,printed round neck rayon womens ethnic set - yellow,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large', 'XXX-Large']",2333.0,933.0,0.6,Indianwear
stop,solid flex v neck womens straight fit kurta - teal,"['S', 'M', 'L', 'X-Large', 'X-Small', 'XX-Large']",899.0,449.0,0.5,Indianwear
infuse,printed rayon round neck womens kurta - peach,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",1899.0,949.0,0.5,Indianwear
ziyaa,printed crepe collar neck womens straight kurta - pink,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large', 'XXX-Large']",1427.0,570.0,0.6,Indianwear
w,print mandarin neck cotton womens a-line dress - ecru,['10'],3599.0,1799.0,0.5,Indianwear
stop,yarn dyed mandarin collar straight fit womens kurta - navy,"['S', 'M', 'L', 'X-Small']",1699.0,849.0,0.5,Indianwear
aurelia,regular fit polyester womens festive skirt - pink,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large']",2399.0,1679.0,0.3,Indianwear
aurelia,printed viscose round neck womens ethnic set - peach,"['Large', 'Medium']",3999.0,1999.0,0.5,Indianwear
ziyaa,printed crepe round neck womens straight kurta - purple,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large', 'XXX-Large']",1645.0,575.0,0.65,Indianwear
ziyaa,solid mandarin rayon womens ethnic set - grey,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large', 'XXX-Large']",2912.0,1164.0,0.6,Indianwear
janasya,floral round neck regular fit womens kurta - green,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",1399.0,699.0,0.5,Indianwear
juniper,printed rayon round neck womens tiered dress - yellow,['Large'],2499.0,1499.0,0.4,Indianwear
faballey,solid  crepe womens regular palazzo - black,"['4X-Large', 'XXX-Large']",1900.0,1520.0,0.2,Indianwear
global desi,printed viscose round neck womens regular kurta - turquoise,"['XL', 'Large', 'Medium', 'Small', 'X-Small', 'XX-Large']",2099.0,1679.0,0.2,Indianwear
marie claire,womens off shoulder embroidered top - off white,"['Large', 'X-Large']",1299.0,324.0,0.75,Indianwear
w,mandarin straight designer womens kurtas - green,"['6', '8', '10']",1999.0,999.0,0.5,Indianwear
jack and jones,leather & polyester regular buckle mens sandals - blue,"['40', '41', '42', '43', '44', '45']",2499.0,1499.0,0.4,Indianwear
stop,printed cotton mandarin womens knee length kurta - peach,"['XL', 'Large', 'Medium', 'Small', 'X-Small', 'XX-Large', 'XXX-Large']",899.0,629.0,0.3,Indianwear
stop,printed round neck straight fit womens kurta - red,"['S', 'M', 'L', 'X-Large', 'X-Small']",999.0,499.0,0.5,Indianwear
aurelia,cotton rayon round neck womens kurta - off white,"['Medium', 'X-Large']",1299.0,649.0,0.5,Indianwear
varanga,mauve and gold zari and thread embroidery anarkali kurta with 3/4th embroidered sleeves - purple,"['Large', 'Small', 'XX-Large']",3399.0,1189.0,0.65,Indianwear
ziyaa,printed crepe round neck womens straight kurta - pink,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large', 'XXX-Large']",1470.0,514.0,0.65,Indianwear
haute curry,womens regular fit printed tops - natural,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large', 'XXX-Large']",799.0,399.0,0.5,Indianwear
yuris,printed cotton womens regular length palazzos - natural,['36'],1699.0,679.0,0.6,Indianwear
stop,solid round neck straight designer womens kurta - blue,"['S', 'M', 'L', 'X-Large', 'X-Small', 'XX-Large']",999.0,499.0,0.5,Indianwear
yuris,bandhani cotton round neck womens kurta set - pink,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large', 'XXX-Large']",2799.0,1259.0,0.55,Indianwear
yuris,ethnic motifs round neck cotton womens kurta set - multi,"['Medium', 'Small', 'XX-Large', 'XXX-Large']",4299.0,1504.0,0.65,Indianwear
kashish,embroidered silk blend womens full length palazzos - navy,"['Large/X-Large', 'Small/Medium']",1499.0,749.0,0.5,Indianwear
kami kubi,textured cotton round neck womens ethnic set - yellow,"['Large', 'Medium', 'X-Large', 'X-Small', 'XX-Large']",3999.0,1799.0,0.55,Indianwear
kashish,embroidered round neck straight fit womens kurta - grey,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large', 'XXX-Large']",1599.0,799.0,0.5,Indianwear
biba,printed v neck cotton womens kurta palazzo - cream,"['32', '34', '36', '38', '40', '42']",3999.0,2799.0,0.3,Indianwear
haute curry,printed mid thigh casual wear high low tunic - peach,"['Large', 'Medium', 'Small', 'X-Small', 'XX-Large']",899.0,449.0,0.5,Indianwear
juniper,printed round neck rayon womens flared dress - fuchsia,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",2499.0,1249.0,0.5,Indianwear
juniper,embroidered round neck rayon womens calf length kurta - green,"['Small', 'X-Small']",2499.0,749.0,0.7,Indianwear
juniper,womens embellished saree style dress - rose gold,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",4499.0,2249.0,0.5,Indianwear
juniper,round neck chiffon flared designer women dresses - multi,['X-Small'],3299.0,989.0,0.7,Indianwear
vastranand,solid zari silk blend festive wear womens regular saree - peacock,['Nan'],4599.0,2069.0,0.55,Indianwear
juniper,solid slim fit rayon blend womens casual wear pants - cream,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",1799.0,719.0,0.6,Indianwear
varanga,womens pink and white khari block printed straight kurta - pink,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large']",1599.0,879.0,0.45,Indianwear
amukti,a-line rayon womens kurta - yellow,"['Small', 'XX-Large']",999.0,499.0,0.5,Indianwear
indya,embroidered georgette round neck womens regular fit short tunic - pink,['X-Large'],2400.0,1200.0,0.5,Indianwear
juniper,bandhani mandarin collar straight fit womens kurta - maroon,['X-Small'],1699.0,509.0,0.7,Indianwear
juniper,printed regular fit rayon womens fusion dhoti pants - black,"['Small', 'X-Small']",1049.0,472.0,0.55,Indianwear
janasya,floral polyester blend round neck womens a-line kurta - orange,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large', 'XXX-Large']",1529.0,764.0,0.5,Indianwear
juniper,solid cotton round neck womens flared dress - sky blue,"['Large', 'Medium', 'Small', 'X-Large']",4099.0,1844.0,0.55,Indianwear
aurelia,dyed viscose v neck womens straight kurta - red,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",1499.0,1049.0,0.3,Indianwear
indya,shraddha kapoor for indya women purple geometric keyhole neck georgette anarkali kurta - purple,"['Large', 'X-Large', 'X-Small', 'XX-Large']",2200.0,1760.0,0.2,Indianwear
ziyaa,printed crepe round neck womens straight kurta - natural,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large', 'XXX-Large']",1542.0,616.0,0.6,Indianwear
kashish,embroidered round neck straight fit womens kurta - sea blue,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",1799.0,899.0,0.5,Indianwear
janasya,womens peach poly silk kurta with palazzo and dupatta (j0002) - multi,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large', 'XXX-Large']",3799.0,2089.0,0.45,Indianwear
myshka,printed cotton mandarin womens kurta palazzo set - multi,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large']",3999.0,999.0,0.75,Indianwear
kami kubi,embroidered viscose womens salwar kurta dupatta set - blue,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",6999.0,2799.0,0.6,Indianwear
juniper,printed rayon round neck womens straight fit kurta - burgundy,"['4X-Large', '5X-Large', 'X-Large', 'XXX-Large']",2699.0,809.0,0.7,Indianwear
aurelia,printed viscose round neck womens straight kurta - yellow,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large']",1099.0,769.0,0.3,Indianwear
ziyaa,floral round neck polyester womens ethnic set - purple,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large', 'XXX-Large']",3111.0,1244.0,0.6,Indianwear
stop,printed round neck straight fit womens kurta - grey,"['S', 'M', 'L', 'X-Large', 'X-Small']",999.0,499.0,0.5,Indianwear
ziyaa,printed round neck rayon womens ethnic set - maroon,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large', 'XXX-Large']",2333.0,933.0,0.6,Indianwear
varanga,womens round neck printed kurta - blue,"['Large', 'Medium', 'Small']",1799.0,809.0,0.55,Indianwear
janasya,floral cotton mandarin womens kurta - black,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large', 'XXX-Large']",2559.0,1151.0,0.55,Indianwear
stop,regular fit full length cotton lycra womens churidar - mouse,"['XL', 'Large', 'Medium', 'Small', 'XX-Large']",499.0,349.0,0.3,Indianwear
indya,reglar fit regular length mesh womens ethnic maxi skirt - pink,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small']",3200.0,1600.0,0.5,Indianwear
global desi,geometric viscose round neck women straight tops - blue,"['XL', 'Large', 'Medium', 'Small', 'X-Small']",1699.0,1189.0,0.3,Indianwear
zink london,stripes rayon womens ankle length palazzo - blue,"['Large', 'Medium', 'Small', 'X-Large']",1799.0,1079.0,0.4,Indianwear
kashish,embroidered round neck straight fit womens kurta - lime green,"['Large', 'Medium', 'Small', 'X-Large', 'X-Small', 'XX-Large', 'XXX-Large']",1599.0,799.0,0.5,Indianwear
haute curry,embroidered denim regular fit womens denim top - dark blue,"['Medium', 'Small', 'X-Large', 'X-Small']",1299.0,649.0,0.5,Indianwear
ziyaa,printed round neck rayon womens ethnic set - black,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large', 'XXX-Large']",2950.0,1180.0,0.6,Indianwear
ziyaa,geometric crepe mandarin womens ethnic set - black,"['Large', 'Medium', 'Small', 'X-Large', 'XX-Large', 'XXX-Large']",2819.0,986.0,0.65,Indianwear
gipsy,solid polyester v-neck womens tunic - bottle green,"['Large', 'Medium', 'X-Large', 'XX-Large', 'XXX-Large']",1795.0,1256.0,0.3,Indianwear
global desi,womens tie up neck printed top - white,"['Large', 'Small', 'X-Large', 'X-Small', 'XX-Large']",1499.0,599.0,0.6,Indianwear
